sku,cat1,cat2,cat3
0A41265,Cosmética y Belleza,Facial,Piel Seca
0A41284,Cosmética y Belleza,Facial,Serum
0A41617,Cosmética y Belleza,Corporal,Hidratación
0A42094,Higiene y cuidado personal,Corporal,Geles
0A45158,Cosmética y Belleza,Corporal,Hidratación
0A45872,Higiene y cuidado personal,Corporal,Geles
0A45995,Higiene y cuidado personal,Facial,Exfoliantes
0A46004,Cosmética y Belleza,Facial,Hidratantes
0A46019,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
0A46216,Cosmética y Belleza,Facial,Antiarrugas
0A46254,Cosmética y Belleza,Facial,Antiarrugas
0A46269,Cosmética y Belleza,Facial,Antiarrugas
0A46273,Cosmética y Belleza,Facial,Antiarrugas
0A46288,Cosmética y Belleza,Ojos,Contorno de Ojos
0A46998,Cosmética y Belleza,Perfumería,Mujer
0A47721,Cosmética y Belleza,Facial,Hidratantes
0A47755,Cosmética y Belleza,Facial,Hidratantes
0A47774,Cosmética y Belleza,Ojos,Contorno de Ojos
0A47793,Cosmética y Belleza,Facial,Hidratantes
0A47810,Cosmética y Belleza,Facial,Hidratantes
0A49074,Cosmética y Belleza,Ojos,Contorno de Ojos
0A49089,Cosmética y Belleza,Facial,Antiarrugas
0A49093,Cosmética y Belleza,Facial,Antiarrugas
0A49110,Cosmética y Belleza,Facial,Antiarrugas
0A49144,Cosmética y Belleza,Facial,Antiarrugas
1.1,Infantil,Higiene infantil,Canastillas y kits bebé
10-10-20-139,Cosmética y Belleza,Manos,Crema de Manos
10-10-20-141,Cosmética y Belleza,Manos,Crema de Manos
10-10-60-246,Salud,Aparato Respiratorio,Garganta y tos
10-10-60-247,Salud,Aparato Respiratorio,Garganta y tos
10-10-60-248,Salud,Aparato Respiratorio,Garganta y tos
10-10-60-249,Salud,Aparato Respiratorio,Garganta y tos
10-22-00-132,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
10-22-03-518,Cosmética y Belleza,Facial,Antiarrugas
10-22-12-259,Higiene y cuidado personal,Corporal,Geles
10-22-44-123,Higiene y cuidado personal,Facial,Mascarillas
10-22-44-124,Higiene y cuidado personal,Facial,Mascarillas
10-30-01-323,Cosmética y Belleza,Sol,Protectores solares
10-30-01-820,Cosmética y Belleza,Sol,Aceite Solar
10-30-01-821,Cosmética y Belleza,Sol,Protectores solares
10-30-01-822,Cosmética y Belleza,Sol,Protección Nieve
10-30-01-823,Higiene y cuidado personal,Cabello,Peinado y tratamiento
10-30-01-826,Cosmética y Belleza,Sol,Protectores solares
10-30-01-827,Cosmética y Belleza,Sol,Protección Nieve
10-30-01-828,Cosmética y Belleza,Sol,Protectores solares
10-30-01-829,Cosmética y Belleza,Sol,Protectores solares
10-30-01-830,Cosmética y Belleza,Facial,Antiarrugas
10-30-01-832,Cosmética y Belleza,Facial,Antimanchas
10-30-01-833,Cosmética y Belleza,Facial,Antimanchas
10.10.07.019,Higiene y cuidado personal,Cabello,Mascarillas
10.10.07.020,Higiene y cuidado personal,Cabello,Mascarillas
10.10.07.022,Higiene y cuidado personal,Cabello,Anticaspa
10.10.07.023,Higiene y cuidado personal,Cabello,Peinado y tratamiento
10.10.08.114,Higiene y cuidado personal,Cabello,Anticaída
10.10.08.116,Higiene y cuidado personal,Cabello,Anticaspa
10.10.08.117,Higiene y cuidado personal,Cabello,Anticaspa
10.10.08.118,Higiene y cuidado personal,Cabello,Champús especiales
10.10.08.119,Higiene y cuidado personal,Cabello,Champu
10.10.08.120,Higiene y cuidado personal,Cabello,Champu
10.10.08.121,Higiene y cuidado personal,Cabello,Champu
10.10.08.122,Higiene y cuidado personal,Cabello,Antigrasa
10.10.08.124,Higiene y cuidado personal,Cabello,Champu
10.10.08.125,Higiene y cuidado personal,Cabello,Champús especiales
10.10.08.126,Higiene y cuidado personal,Cabello,Champu
10.10.08.134,Higiene y cuidado personal,Cabello,Anticaída
10.10.09.037,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.039,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.040,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.041,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.042,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.043,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.048,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.049,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.050,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.051,Higiene y cuidado personal,Cabello,Champu
10.10.09.052,Higiene y cuidado personal,Cabello,Champu
10.10.09.053,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.055,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.056,Higiene y cuidado personal,Cabello,Mascarillas
10.10.09.115,Higiene y cuidado personal,Cabello,Anticaída
10.10.10.061,Higiene y cuidado personal,Cabello,Anticaída
10.10.20.126,Cosmética y Belleza,Manos,Crema de Manos
10.10.20.128,Cosmética y Belleza,Manos,Crema de Manos
10.10.20.129,Cosmética y Belleza,Manos,Crema de Manos
10.10.40.041,Cosmética y Belleza,Labial,Hidratantes Labiales
10.10.40.042,Cosmética y Belleza,Labial,Con Protección Solar
10.10.40.046,Cosmética y Belleza,Labial,Hidratantes Labiales
10.10.40.048,Cosmética y Belleza,Labial,Hidratantes Labiales
10.10.40.055,Cosmética y Belleza,Labial,Hidratantes Labiales
10.22.00.032,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
10.22.01.336,Cosmética y Belleza,Facial,Hidratantes
10.22.01.337,Cosmética y Belleza,Facial,Hidratantes
10.22.01.338,Cosmética y Belleza,Facial,Hidratantes
10.22.01.339,Cosmética y Belleza,Ojos,Contorno de Ojos
10.22.01.428,Cosmética y Belleza,Ojos,Contorno de Ojos
10.22.01.431,Cosmética y Belleza,Facial,Serum
10.22.01.434,Cosmética y Belleza,Facial,Serum
10.22.01.477,Cosmética y Belleza,Facial,Antiarrugas
10.22.01.550,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
10.22.01.563,Cosmética y Belleza,Facial,Antiarrugas
10.22.01.564,Cosmética y Belleza,Facial,Antiarrugas
10.22.01.566,Cosmética y Belleza,Facial,Antiarrugas
10.22.01.567,Cosmética y Belleza,Facial,Antiarrugas
10.22.01.568,Cosmética y Belleza,Labial,Antiarrugas
10.22.01.569,Cosmética y Belleza,Facial,Antiarrugas
10.22.12.185,Cosmética y Belleza,Facial,Acné
10.22.12.186,Higiene y cuidado personal,Corporal,Pastilla de Jabón
10.22.12.187,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
10.22.12.188,Higiene y cuidado personal,Corporal,Pastilla de Jabón
10.22.12.189,Higiene y cuidado personal,Corporal,Pastilla de Jabón
10.22.12.191,Higiene y cuidado personal,Corporal,Pastilla de Jabón
10.22.12.254,Higiene y cuidado personal,Corporal,Geles
10.22.12.257,Cosmética y Belleza,Corporal,Celulitis
10.22.12.293,Higiene y cuidado personal,Corporal,Geles
10.22.12.294,Cosmética y Belleza,Corporal,Hidratación
10.22.12.295,Higiene y cuidado personal,Corporal,Geles
10.22.12.296,Cosmética y Belleza,Corporal,Hidratación
10.22.13.006,Salud,Aromaterapia,Aceites esenciales
10.22.13.009,Salud,Aromaterapia,Aceites esenciales
10.22.13.011,Salud,Aromaterapia,Aceites esenciales
10.22.14.031,Salud,Aromaterapia,Aceites esenciales
10.22.44.103,Higiene y cuidado personal,Facial,Exfoliantes
10.22.45.031,Higiene y cuidado personal,Facial,Mascarillas
10.30.01.279,Cosmética y Belleza,Sol,Protectores solares
1001526,Higiene y cuidado personal,Pies,Hidratantes Pies
100203,Cosmética y Belleza,Corporal,Piel Seca y atópica
1002716,Higiene y cuidado personal,Corporal,Geles
100356,Salud,Salud Sexual,Accesorios
100417,Cosmética y Belleza,Ojos,Cejas
100461,Cosmética y Belleza,Facial,Acné
100509,Salud,Vitaminas y Minerales,Minerales
100720,Salud,Vitaminas y Minerales,Minerales
100757,Salud,Aparato Respiratorio,Garganta y tos
100800,Salud,Vitaminas y Minerales,Minerales
10082,Infantil,Biberones,Biberones
10086,Infantil,Biberones,Biberones
10096,Infantil,Biberones,Biberones
10097,Infantil,Accesorios de alimentación,Esterilización y limpieza
101007299,Cosmética y Belleza,Facial,Hidratantes
101008599,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
101035262,Infantil,Lactancia,Cojin de Lactancia
101068099,Cosmética y Belleza,Uñas,Quitaesmalte
101145,Infantil,Juguetes,Mordedores
101365,Salud,Vitaminas y Minerales,Minerales
10141,Higiene y cuidado personal,Corporal,Geles
101416199,Cosmética y Belleza,Ojos,Contorno de Ojos
10142,Higiene y cuidado personal,Cabello,Champu
10143,Infantil,Higiene infantil,Hidratantes
10144,Infantil,Higiene infantil,Hidratantes
10145,Infantil,Higiene infantil,Crema pañal
10146,Cosmética y Belleza,Sol,Protectores solares
101710,Salud,Vitaminas y Minerales,Minerales
101721,Salud,Vitaminas y Minerales,Multivitamínicos
102028399,Cosmética y Belleza,Facial,Antiarrugas
102070899,Cosmética y Belleza,Facial,Antiarrugas
102215599,Higiene y cuidado personal,Facial,Mascarillas
102216599,Higiene y cuidado personal,Facial,Mascarillas
102311999,Cosmética y Belleza,Corporal,Hidratación
102313199,Cosmética y Belleza,Corporal,Hidratación
102313999,Cosmética y Belleza,Corporal,Hidratación
102367299,Cosmética y Belleza,Facial,Hidratantes
10253,Higiene y cuidado personal,Cabello,Champu
10254,Higiene y cuidado personal,Corporal,Geles
102551,Salud,Vitaminas y Minerales,Multivitamínicos
10259,Higiene y cuidado personal,Íntima,Limpieza
10263,Cosmética y Belleza,Manos,Crema de Manos
102700,Salud,Óptica,Colirios
102711,Cosmética y Belleza,Facial,Hidratantes
102806599,Cosmética y Belleza,Ojos,Contorno de Ojos
"102807399,Cosmética y Belleza,Corporal,""Cuello, Escote y Pecho"""
102811,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
102887299,Higiene y cuidado personal,Corporal,Geles
102901,Cosmética y Belleza,Sol,After-Sun
102921,Cosmética y Belleza,Sol,Protectores solares
102931,Cosmética y Belleza,Sol,Protectores solares
102931.Regalo,Cosmética y Belleza,Sol,After-Sun
102941,Cosmética y Belleza,Sol,Protectores solares
102951,Cosmética y Belleza,Sol,Protectores solares
102973899,Cosmética y Belleza,Facial,Hidratantes
102981,Cosmética y Belleza,Sol,Protectores solares
102991,Cosmética y Belleza,Sol,Protectores solares
103670,Salud,Vitaminas y Minerales,Minerales
103725,Salud,Vitaminas y Minerales,Minerales
103747,Salud,Descanso y relajación,Nerviosismo y estrés
10528,Higiene y cuidado personal,Íntima,Limpieza
10701,Cosmética y Belleza,Corporal,Hidratación
10704,Cosmética y Belleza,Corporal,Estrias
107455,Salud,Trastornos digestivos ,Flora intestinal y digestión
107500,Infantil,Accesorios de alimentación,Esterilización y limpieza
10750085Azul,Salud,Botiquín,Termómetros
10750085Gris,Salud,Botiquín,Termómetros
10750085Rosa,Salud,Botiquín,Termómetros
10759241,Infantil,Lactancia,Sacaleches
10832,Higiene y cuidado personal,Cabello,Champús especiales
10861,Higiene y cuidado personal,Corporal,Geles
10862,Cosmética y Belleza,Corporal,Hidratación
10863,Higiene y cuidado personal,Corporal,Desodorantes
10864,Cosmética y Belleza,Corporal,Hidratación
10865,Cosmética y Belleza,Corporal,Hidratación
10870,Cosmética y Belleza,Corporal,Hidratación
10871,Cosmética y Belleza,Manos,Crema de Manos
108860,Salud,Ortopedia,Lesiones
108910,Salud,Ortopedia,Lesiones
10904,Higiene y cuidado personal,Corporal,Geles
10907,Higiene y cuidado personal,Cabello,Champu
10908,Cosmética y Belleza,Corporal,Hidratación
10909,Higiene y cuidado personal,Corporal,Desodorantes
11089,Salud,Descanso y relajación,
111182,Salud,Vitaminas y Minerales,
111724,Salud,Vitaminas y Minerales,Multivitamínicos
11196,Salud,Aparato Respiratorio,Garganta y tos
11213,Salud,Vitaminas y Minerales,Suplementos
11214,Salud,Aparato Respiratorio,Garganta y tos
112271,Salud,Vitaminas y Minerales,
112540,Salud,Vitaminas y Minerales,Multivitamínicos
11257,Higiene y cuidado personal,Facial,Mascarillas
11258,Higiene y cuidado personal,Facial,Mascarillas
11268,Cosmética y Belleza,Facial,Antiarrugas
11269,Cosmética y Belleza,Facial,Antiarrugas
11271,Higiene y cuidado personal,Íntima,Limpieza
11281,Higiene y cuidado personal,Corporal,Exfoliantes
11285,Higiene y cuidado personal,Facial,Mascarillas
11299,Higiene y cuidado personal,Cabello,Champús especiales
11299Duplo,Higiene y cuidado personal,Cabello,Champús especiales
113159=575349,Veterinaria,,
"11325,Salud,""Huesos, articulaciones y músculos"",Recuperación muscular"
"11326,Salud,""Huesos, articulaciones y músculos"",Recuperación muscular"
11330,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
11340,Salud,Vitaminas y Minerales,Suplementos
114057,Infantil,Biberones,Biberones
114348,Infantil,Accesorios de alimentación,Recipientes de conservación
11448,Salud,Vitaminas y Minerales,
115627,Higiene y cuidado personal,Dental,Dentífricos
"116408.duplo,Salud,""Huesos, articulaciones y músculos"",Colágeno"
116517,Higiene y cuidado personal,Íntima,Compresas
11700,Salud,Vitaminas y Minerales,
118695,Salud,Vitaminas y Minerales,Suplementos
12016fucsia,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
12016naranja,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
12016verde,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
12017fucsia,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
12017naranja,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
12017verde,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
121285,Salud,Trastornos digestivos ,Estreñimiento
121338,Salud,Vitaminas y Minerales,Suplementos
121500,Salud,Aparato Respiratorio,Garganta y tos
"121516,Salud,""Huesos, articulaciones y músculos"",Colágeno"
121520,Salud,Mujer,Menopausia
121527,Salud,Trastornos digestivos ,Flora intestinal y digestión
12202,Salud,Vitaminas y Minerales,Suplementos
122622,Salud,Vitaminas y Minerales,
12270571,Salud,Trastornos digestivos ,
12327,Salud,Aparato Respiratorio,Garganta y tos
12458,Salud,Botiquín,Antimosquitos
124800,Salud,Óptica,Líquido lentillas
12507,Salud,Óptica,Colirios
12521,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
125501,Salud,Óptica,Líquido lentillas
12607,Infantil,Higiene infantil,Colonias
126203,Salud,Óptica,Líquido lentillas
126501,Salud,Óptica,Líquido lentillas
128101,Salud,Óptica,Colirios
1300000305,Salud,Vitaminas y Minerales,Minerales
131313,Salud,Mujer,Bienestar de la mujer
13315,Cosmética y Belleza,Corporal,Hidratación
13316,Cosmética y Belleza,Corporal,Estrias
13410,Cosmética y Belleza,Facial,Acné
13571,Higiene y cuidado personal,Cabello,Piojos
13573,Higiene y cuidado personal,Cabello,Piojos
"135830,Salud,Botiquín,""Apósitos, tiritas y gasas"""
136376,Cosmética y Belleza,Facial,Antimanchas
13701,Higiene y cuidado personal,Cabello,Champu
137029,Higiene y cuidado personal,Cabello,Champu
13725,Infantil,Higiene infantil,Colonias
"13747,Salud,""Huesos, articulaciones y músculos"",Dolores articulares"
1376909,Higiene y cuidado personal,Dental,Dentífricos
1376930,Higiene y cuidado personal,Dental,Dentífricos
137702,Higiene y cuidado personal,Dental,Dentífricos
1377067,Higiene y cuidado personal,Dental,Dentífricos
1377081,Higiene y cuidado personal,Dental,Dentífricos
1377104,Higiene y cuidado personal,Dental,Dentífricos
1377142,Higiene y cuidado personal,Dental,Dentífricos
1377203,Higiene y cuidado personal,Dental,Cuidados Especiales
1377227,Higiene y cuidado personal,Dental,Dentífricos
1377258,Higiene y cuidado personal,Dental,Dentífricos
137943,Salud,Vitaminas y Minerales,
138644,Salud,Vitaminas y Minerales,Suplementos
138651,Salud,Vitaminas y Minerales,Suplementos
139004,Salud,Botiquín,Golpes y hematomas
14085,Cosmética y Belleza,Labial,Pintalabios
14087,Cosmética y Belleza,Labial,Pintalabios
14088,Cosmética y Belleza,Labial,Pintalabios
14154,Salud,Aromaterapia,Aceites esenciales
14206,Cosmética y Belleza,Corporal,Hidratación
142083,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
142299,Cosmética y Belleza,Ojos,Lapiz y sombra de Ojos
142399,Cosmética y Belleza,Facial,Maquillajes
142423,Higiene y cuidado personal,Nariz y oído,Tapones y protección
14305,Higiene y cuidado personal,Corporal,Geles
14316,Salud,Botiquín,Quemaduras y cicatrices
14317,Higiene y cuidado personal,Corporal,Desodorantes
14318,Cosmética y Belleza,Corporal,Hidratación
14319,Cosmética y Belleza,Corporal,Hidratación
14401,Salud,Aromaterapia,Aceites esenciales
14405,Higiene y cuidado personal,Corporal,Geles
14437,Higiene y cuidado personal,Facial,Mascarillas
144550,Salud,Vitaminas y Minerales,Suplementos
14501,Cosmética y Belleza,Corporal,Hidratación
14503,Cosmética y Belleza,Corporal,Hidratación
14507,Higiene y cuidado personal,Corporal,Desodorantes
14510,Higiene y cuidado personal,Corporal,Desodorantes
14576,Cosmética y Belleza,Corporal,Hidratación
146001,Cosmética y Belleza,Sol,Protección Nieve
14603,Cosmética y Belleza,Corporal,Hidratación
14604,Cosmética y Belleza,Corporal,Hidratación
"14605,Cosmética y Belleza,Corporal,""Cuello, Escote y Pecho"""
14608,Cosmética y Belleza,Accesorios de Belleza,Espejos
14610,Cosmética y Belleza,Corporal,Hidratación
14611,Cosmética y Belleza,Accesorios de Belleza,Espejos
14614,Cosmética y Belleza,Accesorios de Belleza,Espejos
146746,Salud,Aparato Respiratorio,nariz
150000,Higiene y cuidado personal,Íntima,Limpieza
15001048,Higiene y cuidado personal,Corporal,Desodorantes
15001049,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
